ResponseId,Age,Country,EdLevel,RecordType,TechCategory,TechType,TechValue
31321,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Lua
40161,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,PostgreSQL
7773,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Microsoft Azure
5572,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
17789,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
39459,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MariaDB
129,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Swift
38189,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
14752,35-44 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Supabase
25849,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,PostgreSQL
37206,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Databricks
38829,25-34 years old,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Cloud Firestore
18804,25-34 years old,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Microsoft SQL Server
37560,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Elasticsearch
5226,25-34 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,HTML/CSS
37706,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Microsoft Azure
38337,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
33871,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
32744,55-64 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Redis
19799,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,C++
29823,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,HTML/CSS
1264,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
2724,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
30541,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Lua
24595,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Google Cloud
6368,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
26793,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,JavaScript
79,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Microsoft Azure
23816,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
14014,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Lua
30372,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
3604,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Oracle
30100,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
33519,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PowerShell
31279,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Digital Ocean
30832,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Netlify
62752,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Supabase
14900,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
1903,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Redis
17024,25-34 years old,Netherlands,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,Cloud Firestore
1672,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Cassandra
60428,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Elasticsearch
2153,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,HTML/CSS
2181,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Digital Ocean
8548,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,SQL
45011,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Managed Hosting
7657,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Firebase
27688,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Oracle
39200,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,SQLite
62671,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,MariaDB
31233,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Snowflake
24637,18-24 years old,Indonesia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Technology,Want,Platform,Google Cloud
21564,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PowerShell
16726,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PHP
46085,35-44 years old,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,MariaDB
6470,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Python
15479,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MongoDB
4557,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,C#
22311,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
13550,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,HTML/CSS
24546,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
6282,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PowerShell
5709,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
1219,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Rust
8582,35-44 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
20312,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Dynamodb
1844,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Go
643,55-64 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,HTML/CSS
21326,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,Elixir
9666,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Microsoft SQL Server
9078,18-24 years old,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Technology,Worked,Database,MySQL
63106,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
22875,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,PHP
53686,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PHP
13333,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,C#
18680,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,MongoDB
5490,25-34 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,Bash/Shell (all shells)
14614,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,C
36501,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,MicroPython
205,25-34 years old,United States of America,Some college/university study without earning a degree,Technology,Want,Database,Microsoft SQL Server
33987,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
22236,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,JavaScript
21901,35-44 years old,United States of America,Some college/university study without earning a degree,Technology,Want,Language,Bash/Shell (all shells)
55514,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
1349,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Java
24990,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
30839,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Dynamodb
10501,25-34 years old,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Cloudflare
56048,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,Dynamodb
50605,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
20107,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Kotlin
12049,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
28497,25-34 years old,United States of America,Some college/university study without earning a degree,Technology,Worked,Language,MicroPython
46395,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Vercel
57828,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Supabase
41123,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
36332,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
42832,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
6279,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
54965,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MySQL
41563,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,Ruby
21518,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,R
9177,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MongoDB
42508,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,"Linode, now Akamai"
49957,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,Lua
30947,35-44 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,PowerShell
4198,35-44 years old,Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Snowflake
40152,35-44 years old,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Google Cloud
6368,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Go
51757,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
58220,35-44 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,MySQL
1095,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MariaDB
15440,35-44 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Cloudflare
15614,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Dynamodb
34219,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Snowflake
19852,35-44 years old,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,Lua
39945,25-34 years old,New Zealand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,HTML/CSS
17534,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,"Linode, now Akamai"
31940,18-24 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Supabase
33232,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Dynamodb
56547,25-34 years old,Czech Republic,Some college/university study without earning a degree,Technology,Worked,Database,BigQuery
24293,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,PHP
56149,45-54 years old,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Microsoft Azure
51393,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,MicroPython
14444,25-34 years old,"Iran, Islamic Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Cassandra
59850,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Groovy
24292,35-44 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,InfluxDB
48083,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
34231,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,HTML/CSS
3225,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Cloudflare
56192,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
15941,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MySQL
39659,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Google Cloud
64626,35-44 years old,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MongoDB
372,35-44 years old,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Heroku
55547,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
17549,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,Solr
413,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,C++
25688,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Digital Ocean
19185,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,HTML/CSS
45052,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,Java
46194,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Python
49109,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Neo4J
20708,35-44 years old,United States of America,"Associate degree (A.A., A.S., etc.)",Technology,Worked,Database,MySQL
23624,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Microsoft Azure
18992,35-44 years old,United States of America,Some college/university study without earning a degree,Technology,Worked,Language,Lua
41138,25-34 years old,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Python
23099,25-34 years old,Uzbekistan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Python
6486,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,PostgreSQL
32329,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Python
17788,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Vercel
47953,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Dynamodb
3365,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MySQL
30493,25-34 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Oracle Cloud Infrastructure (OCI)
39789,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,Zig
33938,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
15163,45-54 years old,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Java
43084,35-44 years old,Germany,Some college/university study without earning a degree,Technology,Want,Database,Cosmos DB
32913,25-34 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
30766,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Java
12650,35-44 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,Go
2968,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Python
6694,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,C++
42482,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
22362,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
21854,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Microsoft SQL Server
8359,18-24 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
45608,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Google Cloud
44438,35-44 years old,United States of America,Some college/university study without earning a degree,Technology,Worked,Database,MongoDB
65237,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Snowflake
48959,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Microsoft Azure
11230,35-44 years old,United States of America,Some college/university study without earning a degree,Technology,Want,Database,Cosmos DB
59802,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,JavaScript
23507,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
29823,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Rust
30796,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
24465,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
36607,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Microsoft SQL Server
13550,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Lua
51219,35-44 years old,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
20136,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Rust
19803,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Redis
39709,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,PostgreSQL
35513,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Ruby
5435,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Groovy
4557,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,SQLite
13076,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Microsoft Azure
56317,25-34 years old,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Oracle
22235,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Database,MongoDB
6486,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,Swift
26624,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,BigQuery
28808,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Dynamodb
2614,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Objective-C
55847,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Netlify
13456,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Amazon Web Services (AWS)
28067,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Cloudflare
61027,35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,Python
45699,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,SQLite
50302,25-34 years old,Switzerland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,SQL
44424,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,JavaScript
6215,25-34 years old,Switzerland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Bash/Shell (all shells)
45766,25-34 years old,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Platform,Microsoft Azure
32268,25-34 years old,Portugal,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Language,SQL
57719,25-34 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Database,PostgreSQL
32213,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,HTML/CSS
44215,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,TypeScript
24833,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Google Cloud
13713,18-24 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Netlify
29492,25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Want,Platform,Google Cloud
5924,25-34 years old,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,TypeScript
49721,25-34 years old,Colombia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Cassandra
30960,25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,MongoDB
39683,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,PostgreSQL
40094,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,Elasticsearch
38337,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Microsoft Azure
10995,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,Lisp
16290,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,Snowflake
27794,25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Technology,Worked,Language,Bash/Shell (all shells)
53867,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Databricks
57973,45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,BigQuery
808,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Database,MySQL
53831,35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Language,SQL
7938,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Google Cloud
16968,25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Platform,Amazon Web Services (AWS)
36992,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Platform,Fly.io
22168,25-34 years old,Greece,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,BigQuery
44650,35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Want,Language,SQL
21012,25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Technology,Worked,Database,InfluxDB
